key,value,comment_zh
lowlevel.mfcc.icov,-79.44493866;126.10041046;-165.00442505;222.82221985;-288.23919678;347.46542358;-387.74069214;404.69039917;-388.14730835;327.81704712;-223.47467041;110.37747192;-31.78207016|126.10041046;-195.95285034;245.78976440;-319.78131104;403.17501831;-477.92852783;527.42883301;-546.29418945;521.35650635;-438.98400879;298.73049927;-147.36828613;42.37430954|-165.00442505;245.78976440;-280.80599976;332.63949585;-390.06658936;439.37149048;-467.80032349;472.16131592;-442.59619141;368.43664551;-249.03915405;122.32463074;-35.01944351|222.82221985;-319.78131104;332.63949585;-350.90213013;368.89505005;-379.47155762;376.28234863;-359.13406372;323.01852417;-261.39819336;173.62850952;-84.34922791;23.92778969|-288.23919678;403.17501831;-390.06658936;368.89505005;-340.25100708;304.78088379;-264.11746216;221.89378357;-178.61233521;132.42587280;-82.76564789;38.59962845;-10.64619446|347.46542358;-477.92852783;439.37149048;-379.47155762;304.78088379;-223.13854980;144.63694763;-77.40995026;28.18151093;0.79613936;-10.63442898;8.44826794;-3.13753176|-387.74069214;527.42883301;-467.80032349;376.28234863;-264.11746216;144.63694763;-34.05423737;-55.27149200;110.00302124;-122.89612579;95.79427338;-51.06168365;15.52052498|404.69039917;-546.29418945;472.16131592;-359.13406372;221.89378357;-77.40995026;-55.27149200;162.32717896;-224.58239746;227.64511108;-170.99015808;89.44782257;-26.87104797|-388.14730835;521.35650635;-442.59619141;323.01852417;-178.61233521;28.18151093;110.00302124;-224.58239746;294.49240112;-296.95477295;224.54182434;-118.21705627;35.48548889|327.81704712;-438.98400879;368.43664551;-261.39819336;132.42587280;0.79613942;-122.89612579;227.64511108;-296.95477295;305.05850220;-236.13281250;127.48736572;-39.48411560|-223.47467041;298.73049927;-249.03915405;173.62850952;-82.76564789;-10.63442898;95.79427338;-170.99015808;224.54182434;-236.13281250;187.89491272;-104.80317688;33.96836090|110.37747192;-147.36828613;122.32463074;-84.34922791;38.59962845;8.44826794;-51.06168365;89.44782257;-118.21705627;127.48736572;-104.80317688;61.31134033;-21.38780403|-31.78207016;42.37430954;-35.01944351;23.92778969;-10.64619446;-3.13753176;15.52052498;-26.87104797;35.48548889;-39.48411560;33.96836090;-21.38780403;8.49945450,（低层·MFCC·icov）
lowlevel.mfcc.mean,-1147.26220703;127.81632996;45.62170792;-18.42478943;-37.25620651;-30.73321152;-28.07633018;-34.26332092;-36.28674698;-29.25095367;-22.41020966;-22.71775627;-24.83014870,（低层·MFCC·均值）
lowlevel.pitch_salience.dmean,0.00535598,（低层·音高·salience·dmean）
lowlevel.pitch_salience.dmean2,0.00276446,（低层·音高·salience·dmean2）
lowlevel.pitch_salience.dvar,0.00045030,（低层·音高·salience·dvar）
lowlevel.pitch_salience.dvar2,0.00030136,（低层·音高·salience·dvar2）
lowlevel.pitch_salience.max,0.81603986,（低层·音高·salience·最大值）
lowlevel.pitch_salience.mean,0.20616345,（低层·音高·salience·均值）
lowlevel.pitch_salience.median,0.14427900,（低层·音高·salience·median）
lowlevel.pitch_salience.min,0.03988954,（低层·音高·salience·最小值）
lowlevel.pitch_salience.stdev,0.16849852,（低层·音高·salience·标准差）
lowlevel.pitch_salience.var,0.02839175,（低层·音高·salience·方差）
lowlevel.silence_rate_20dB.dmean,0.00000000,（低层·silence·比率·20dB·dmean）
lowlevel.silence_rate_20dB.dmean2,0.00000000,（低层·silence·比率·20dB·dmean2）
lowlevel.silence_rate_20dB.dvar,0.00000000,（低层·silence·比率·20dB·dvar）
lowlevel.silence_rate_20dB.dvar2,0.00000000,（低层·silence·比率·20dB·dvar2）
lowlevel.silence_rate_20dB.max,1.00000000,（低层·silence·比率·20dB·最大值）
lowlevel.silence_rate_20dB.mean,1.00000000,（低层·silence·比率·20dB·均值）
lowlevel.silence_rate_20dB.median,1.00000000,（低层·silence·比率·20dB·median）
lowlevel.silence_rate_20dB.min,1.00000000,（低层·silence·比率·20dB·最小值）
lowlevel.silence_rate_20dB.stdev,0.00000000,（低层·silence·比率·20dB·标准差）
lowlevel.silence_rate_20dB.var,0.00000000,（低层·silence·比率·20dB·方差）
lowlevel.silence_rate_30dB.dmean,0.00772201,（低层·silence·比率·30dB·dmean）
lowlevel.silence_rate_30dB.dmean2,0.01550388,（低层·silence·比率·30dB·dmean2）
lowlevel.silence_rate_30dB.dvar,0.00766235,（低层·silence·比率·30dB·dvar）
lowlevel.silence_rate_30dB.dvar2,0.01526346,（低层·silence·比率·30dB·dvar2）
lowlevel.silence_rate_30dB.max,1.00000000,（低层·silence·比率·30dB·最大值）
lowlevel.silence_rate_30dB.mean,0.98846155,（低层·silence·比率·30dB·均值）
lowlevel.silence_rate_30dB.median,1.00000000,（低层·silence·比率·30dB·median）
lowlevel.silence_rate_30dB.min,0.00000000,（低层·silence·比率·30dB·最小值）
lowlevel.silence_rate_30dB.stdev,0.10679527,（低层·silence·比率·30dB·标准差）
lowlevel.silence_rate_30dB.var,0.01140523,（低层·silence·比率·30dB·方差）
lowlevel.silence_rate_60dB.dmean,0.00386100,（低层·silence·比率·60dB·dmean）
lowlevel.silence_rate_60dB.dmean2,0.00775194,（低层·silence·比率·60dB·dmean2）
lowlevel.silence_rate_60dB.dvar,0.00384609,（低层·silence·比率·60dB·dvar）
lowlevel.silence_rate_60dB.dvar2,0.00769184,（低层·silence·比率·60dB·dvar2）
lowlevel.silence_rate_60dB.max,1.00000000,（低层·silence·比率·60dB·最大值）
lowlevel.silence_rate_60dB.mean,0.78076923,（低层·silence·比率·60dB·均值）
lowlevel.silence_rate_60dB.median,1.00000000,（低层·silence·比率·60dB·median）
lowlevel.silence_rate_60dB.min,0.00000000,（低层·silence·比率·60dB·最小值）
lowlevel.silence_rate_60dB.stdev,0.41372454,（低层·silence·比率·60dB·标准差）
lowlevel.silence_rate_60dB.var,0.17116800,（低层·silence·比率·60dB·方差）
lowlevel.spectral_centroid.dmean,51.22801590,（低层·频谱·质心·dmean）
lowlevel.spectral_centroid.dmean2,53.64658737,（低层·频谱·质心·dmean2）
lowlevel.spectral_centroid.dvar,453039.62500000,（低层·频谱·质心·dvar）
lowlevel.spectral_centroid.dvar2,550742.43750000,（低层·频谱·质心·dvar2）
lowlevel.spectral_centroid.max,11239.47265625,（低层·频谱·质心·最大值）
lowlevel.spectral_centroid.mean,341.07330322,（低层·频谱·质心·均值）
lowlevel.spectral_centroid.median,269.53674316,（低层·频谱·质心·median）
lowlevel.spectral_centroid.min,262.62628174,（低层·频谱·质心·最小值）
lowlevel.spectral_centroid.stdev,685.02069092,（低层·频谱·质心·标准差）
lowlevel.spectral_centroid.var,469253.37500000,（低层·频谱·质心·方差）
lowlevel.spectral_complexity.dmean,0.02316602,（低层·频谱·复杂度·dmean）
lowlevel.spectral_complexity.dmean2,0.04651163,（低层·频谱·复杂度·dmean2）
lowlevel.spectral_complexity.dvar,0.02262921,（低层·频谱·复杂度·dvar）
lowlevel.spectral_complexity.dvar2,0.04434804,（低层·频谱·复杂度·dvar2）
lowlevel.spectral_complexity.max,6.00000000,（低层·频谱·复杂度·最大值）
lowlevel.spectral_complexity.mean,1.44230771,（低层·频谱·复杂度·均值）
lowlevel.spectral_complexity.median,1.00000000,（低层·频谱·复杂度·median）
lowlevel.spectral_complexity.min,0.00000000,（低层·频谱·复杂度·最小值）
lowlevel.spectral_complexity.stdev,1.76082850,（低层·频谱·复杂度·标准差）
lowlevel.spectral_complexity.var,3.10051703,（低层·频谱·复杂度·方差）
lowlevel.spectral_contrast_coeffs.dmean,0.01441722;0.01170170;0.01529269;0.01390049;0.00755526;0.00638154,（低层·频谱·contrast·coeffs·dmean）
lowlevel.spectral_contrast_coeffs.dmean2,0.01327067;0.01312038;0.01631875;0.01651974;0.01161269;0.00878015,（低层·频谱·contrast·coeffs·dmean2）
lowlevel.spectral_contrast_coeffs.dvar,0.00021717;0.00030682;0.00026411;0.00018108;0.00004173;0.00006111,（低层·频谱·contrast·coeffs·dvar）
lowlevel.spectral_contrast_coeffs.dvar2,0.00027547;0.00040506;0.00032146;0.00022860;0.00008659;0.00012360,（低层·频谱·contrast·coeffs·dvar2）
lowlevel.spectral_contrast_coeffs.max,-0.17107458;-0.26438972;-0.29924190;-0.40745291;-0.88495183;-0.88087624,（低层·频谱·contrast·coeffs·最大值）
lowlevel.spectral_contrast_coeffs.mean,-0.39047253;-0.57417917;-0.68067682;-0.82298565;-0.92920917;-0.92704356,（低层·频谱·contrast·coeffs·均值）
lowlevel.spectral_contrast_coeffs.median,-0.37996495;-0.57333875;-0.71955180;-0.89645332;-0.92575002;-0.91675436,（低层·频谱·contrast·coeffs·median）
lowlevel.spectral_contrast_coeffs.min,-0.95972162;-0.98177761;-0.98435205;-0.98471254;-0.98256904;-0.98044384,（低层·频谱·contrast·coeffs·最小值）
lowlevel.spectral_contrast_coeffs.stdev,0.12062950;0.15984085;0.17027415;0.13968560;0.01646384;0.02406240,（低层·频谱·contrast·coeffs·标准差）
lowlevel.spectral_contrast_coeffs.var,0.01455148;0.02554910;0.02899329;0.01951207;0.00027106;0.00057900,（低层·频谱·contrast·coeffs·方差）
lowlevel.spectral_contrast_valleys.dmean,0.30807632;0.22874899;0.27834016;0.26599267;0.24116498;0.25511006,（低层·频谱·contrast·valleys·dmean）
lowlevel.spectral_contrast_valleys.dmean2,0.28821775;0.23091684;0.27568343;0.28212196;0.29951757;0.27847609,（低层·频谱·contrast·valleys·dmean2）
lowlevel.spectral_contrast_valleys.dvar,0.21744266;0.22486033;0.18854284;0.23540738;0.26972762;0.22448522,（低层·频谱·contrast·valleys·dvar）
lowlevel.spectral_contrast_valleys.dvar2,0.14904809;0.12733495;0.10897703;0.16390613;0.23839933;0.26783612,（低层·频谱·contrast·valleys·dvar2）
lowlevel.spectral_contrast_valleys.max,-8.73296070;-6.98993778;-7.66120052;-10.86336994;-11.83927441;-12.43487835,（低层·频谱·contrast·valleys·最大值）
lowlevel.spectral_contrast_valleys.mean,-13.98473835;-14.05872631;-14.58963013;-15.07831001;-15.21117401;-16.43079758,（低层·频谱·contrast·valleys·均值）
lowlevel.spectral_contrast_valleys.median,-13.80468941;-14.10027504;-15.00848961;-15.59873962;-15.53303146;-16.97288513,（低层·频谱·contrast·valleys·median）
lowlevel.spectral_contrast_valleys.min,-27.19121361;-27.47423172;-26.95580292;-27.44303322;-27.41392899;-27.25479698,（低层·频谱·contrast·valleys·最小值）
lowlevel.spectral_contrast_valleys.stdev,2.12768936;2.06500745;2.00708032;1.68081927;1.31503999;1.48801768,（低层·频谱·contrast·valleys·标准差）
lowlevel.spectral_contrast_valleys.var,4.52706242;4.26425552;4.02837181;2.82515359;1.72933006;2.21419668,（低层·频谱·contrast·valleys·方差）
lowlevel.spectral_decrease.dmean,0.00000000,（低层·频谱·decrease·dmean）
lowlevel.spectral_decrease.dmean2,0.00000000,（低层·频谱·decrease·dmean2）
lowlevel.spectral_decrease.dvar,0.00000000,（低层·频谱·decrease·dvar）
lowlevel.spectral_decrease.dvar2,0.00000000,（低层·频谱·decrease·dvar2）
lowlevel.spectral_decrease.max,-0.00000000,（低层·频谱·decrease·最大值）
lowlevel.spectral_decrease.mean,-0.00000000,（低层·频谱·decrease·均值）
lowlevel.spectral_decrease.median,-0.00000000,（低层·频谱·decrease·median）
lowlevel.spectral_decrease.min,-0.00000003,（低层·频谱·decrease·最小值）
lowlevel.spectral_decrease.stdev,0.00000000,（低层·频谱·decrease·标准差）
lowlevel.spectral_decrease.var,0.00000000,（低层·频谱·decrease·方差）
lowlevel.spectral_energy.dmean,0.00085913,（低层·频谱·能量·dmean）
lowlevel.spectral_energy.dmean2,0.00038898,（低层·频谱·能量·dmean2）
lowlevel.spectral_energy.dvar,0.00002862,（低层·频谱·能量·dvar）
lowlevel.spectral_energy.dvar2,0.00001760,（低层·频谱·能量·dvar2）
lowlevel.spectral_energy.max,0.12126811,（低层·频谱·能量·最大值）
lowlevel.spectral_energy.mean,0.00647405,（低层·频谱·能量·均值）
lowlevel.spectral_energy.median,0.00014122,（低层·频谱·能量·median）
lowlevel.spectral_energy.min,0.00000000,（低层·频谱·能量·最小值）
lowlevel.spectral_energy.stdev,0.01880860,（低层·频谱·能量·标准差）
lowlevel.spectral_energy.var,0.00035376,（低层·频谱·能量·方差）
lowlevel.spectral_energyband_high.dmean,0.00000000,（低层·频谱·energyband·high·dmean）
lowlevel.spectral_energyband_high.dmean2,0.00000000,（低层·频谱·energyband·high·dmean2）
lowlevel.spectral_energyband_high.dvar,0.00000000,（低层·频谱·energyband·high·dvar）
lowlevel.spectral_energyband_high.dvar2,0.00000000,（低层·频谱·energyband·high·dvar2）
lowlevel.spectral_energyband_high.max,0.00000005,（低层·频谱·energyband·high·最大值）
lowlevel.spectral_energyband_high.mean,0.00000000,（低层·频谱·energyband·high·均值）
lowlevel.spectral_energyband_high.median,0.00000000,（低层·频谱·energyband·high·median）
lowlevel.spectral_energyband_high.min,0.00000000,（低层·频谱·energyband·high·最小值）
lowlevel.spectral_energyband_high.stdev,0.00000000,（低层·频谱·energyband·high·标准差）
lowlevel.spectral_energyband_high.var,0.00000000,（低层·频谱·energyband·high·方差）
lowlevel.spectral_energyband_low.dmean,0.00000004,（低层·频谱·energyband·low·dmean）
lowlevel.spectral_energyband_low.dmean2,0.00000007,（低层·频谱·energyband·low·dmean2）
lowlevel.spectral_energyband_low.dvar,0.00000000,（低层·频谱·energyband·low·dvar）
lowlevel.spectral_energyband_low.dvar2,0.00000000,（低层·频谱·energyband·low·dvar2）
lowlevel.spectral_energyband_low.max,0.00000932,（低层·频谱·energyband·low·最大值）
lowlevel.spectral_energyband_low.mean,0.00000008,（低层·频谱·energyband·low·均值）
lowlevel.spectral_energyband_low.median,0.00000000,（低层·频谱·energyband·low·median）
lowlevel.spectral_energyband_low.min,0.00000000,（低层·频谱·energyband·low·最小值）
lowlevel.spectral_energyband_low.stdev,0.00000081,（低层·频谱·energyband·low·标准差）
lowlevel.spectral_energyband_low.var,0.00000000,（低层·频谱·energyband·low·方差）
lowlevel.spectral_energyband_middle_high.dmean,0.00008621,（低层·频谱·energyband·middle·high·dmean）
lowlevel.spectral_energyband_middle_high.dmean2,0.00004528,（低层·频谱·energyband·middle·high·dmean2）
lowlevel.spectral_energyband_middle_high.dvar,0.00000032,（低层·频谱·energyband·middle·high·dvar）
lowlevel.spectral_energyband_middle_high.dvar2,0.00000023,（低层·频谱·energyband·middle·high·dvar2）
lowlevel.spectral_energyband_middle_high.max,0.01226170,（低层·频谱·energyband·middle·high·最大值）
lowlevel.spectral_energyband_middle_high.mean,0.00041198,（低层·频谱·energyband·middle·high·均值）
lowlevel.spectral_energyband_middle_high.median,0.00000003,（低层·频谱·energyband·middle·high·median）
lowlevel.spectral_energyband_middle_high.min,0.00000000,（低层·频谱·energyband·middle·high·最小值）
lowlevel.spectral_energyband_middle_high.stdev,0.00163031,（低层·频谱·energyband·middle·high·标准差）
lowlevel.spectral_energyband_middle_high.var,0.00000266,（低层·频谱·energyband·middle·high·方差）
lowlevel.spectral_energyband_middle_low.dmean,0.00080778,（低层·频谱·energyband·middle·low·dmean）
lowlevel.spectral_energyband_middle_low.dmean2,0.00035951,（低层·频谱·energyband·middle·low·dmean2）
lowlevel.spectral_energyband_middle_low.dvar,0.00002498,（低层·频谱·energyband·middle·low·dvar）
lowlevel.spectral_energyband_middle_low.dvar2,0.00001500,（低层·频谱·energyband·middle·low·dvar2）
lowlevel.spectral_energyband_middle_low.max,0.11379653,（低层·频谱·energyband·middle·low·最大值）
lowlevel.spectral_energyband_middle_low.mean,0.00623997,（低层·频谱·energyband·middle·low·均值）
lowlevel.spectral_energyband_middle_low.median,0.00014121,（低层·频谱·energyband·middle·low·median）
lowlevel.spectral_energyband_middle_low.min,0.00000000,（低层·频谱·energyband·middle·low·最小值）
lowlevel.spectral_energyband_middle_low.stdev,0.01787630,（低层·频谱·energyband·middle·low·标准差）
lowlevel.spectral_energyband_middle_low.var,0.00031956,（低层·频谱·energyband·middle·low·方差）
lowlevel.spectral_entropy.dmean,0.04790738,（低层·频谱·熵·dmean）
lowlevel.spectral_entropy.dmean2,0.02928532,（低层·频谱·熵·dmean2）
lowlevel.spectral_entropy.dvar,0.01167218,（低层·频谱·熵·dvar）
lowlevel.spectral_entropy.dvar2,0.00460058,（低层·频谱·熵·dvar2）
lowlevel.spectral_entropy.max,9.79559708,（低层·频谱·熵·最大值）
lowlevel.spectral_entropy.mean,3.38989592,（低层·频谱·熵·均值）
lowlevel.spectral_entropy.median,2.97084403,（低层·频谱·熵·median）
lowlevel.spectral_entropy.min,2.58356404,（低层·频谱·熵·最小值）
lowlevel.spectral_entropy.stdev,1.12196124,（低层·频谱·熵·标准差）
lowlevel.spectral_entropy.var,1.25879693,（低层·频谱·熵·方差）
lowlevel.spectral_flux.dmean,0.00087464,（低层·频谱·通量·dmean）
lowlevel.spectral_flux.dmean2,0.00104068,（低层·频谱·通量·dmean2）
lowlevel.spectral_flux.dvar,0.00006645,（低层·频谱·通量·dvar）
lowlevel.spectral_flux.dvar2,0.00011421,（低层·频谱·通量·dvar2）
lowlevel.spectral_flux.max,0.18396437,（低层·频谱·通量·最大值）
lowlevel.spectral_flux.mean,0.00290393,（低层·频谱·通量·均值）
lowlevel.spectral_flux.median,0.00025430,（低层·频谱·通量·median）
lowlevel.spectral_flux.min,0.00000000,（低层·频谱·通量·最小值）
lowlevel.spectral_flux.stdev,0.01514753,（低层·频谱·通量·标准差）
lowlevel.spectral_flux.var,0.00022945,（低层·频谱·通量·方差）
lowlevel.spectral_kurtosis.dmean,52.21582794,（低层·频谱·峰度·dmean）
lowlevel.spectral_kurtosis.dmean2,60.53844452,（低层·频谱·峰度·dmean2）
lowlevel.spectral_kurtosis.dvar,7316.20458984,（低层·频谱·峰度·dvar）
lowlevel.spectral_kurtosis.dvar2,13639.08886719,（低层·频谱·峰度·dvar2）
lowlevel.spectral_kurtosis.max,955.25036621,（低层·频谱·峰度·最大值）
lowlevel.spectral_kurtosis.mean,263.52038574,（低层·频谱·峰度·均值）
lowlevel.spectral_kurtosis.median,238.06317139,（低层·频谱·峰度·median）
lowlevel.spectral_kurtosis.min,-1.21004307,（低层·频谱·峰度·最小值）
lowlevel.spectral_kurtosis.stdev,211.36914062,（低层·频谱·峰度·标准差）
lowlevel.spectral_kurtosis.var,44676.91406250,（低层·频谱·峰度·方差）
lowlevel.spectral_rms.dmean,0.00006693,（低层·频谱·rms·dmean）
lowlevel.spectral_rms.dmean2,0.00002481,（低层·频谱·rms·dmean2）
lowlevel.spectral_rms.dvar,0.00000013,（低层·频谱·rms·dvar）
lowlevel.spectral_rms.dvar2,0.00000009,（低层·频谱·rms·dvar2）
lowlevel.spectral_rms.max,0.01087706,（低层·频谱·rms·最大值）
lowlevel.spectral_rms.mean,0.00130546,（低层·频谱·rms·均值）
lowlevel.spectral_rms.median,0.00037116,（低层·频谱·rms·median）
lowlevel.spectral_rms.min,0.00000000,（低层·频谱·rms·最小值）
lowlevel.spectral_rms.stdev,0.00214754,（低层·频谱·rms·标准差）
lowlevel.spectral_rms.var,0.00000461,（低层·频谱·rms·方差）
lowlevel.spectral_rolloff.dmean,76.23918152,（低层·频谱·滚降点·dmean）
lowlevel.spectral_rolloff.dmean2,133.95654297,（低层·频谱·滚降点·dmean2）
lowlevel.spectral_rolloff.dvar,1059207.87500000,（低层·频谱·滚降点·dvar）
lowlevel.spectral_rolloff.dvar2,2024533.87500000,（低层·频谱·滚降点·dvar2）
lowlevel.spectral_rolloff.max,19013.81835938,（低层·频谱·滚降点·最大值）
lowlevel.spectral_rolloff.mean,476.13095093,（低层·频谱·滚降点·均值）
lowlevel.spectral_rolloff.median,279.93164062,（低层·频谱·滚降点·median）
lowlevel.spectral_rolloff.min,279.93164062,（低层·频谱·滚降点·最小值）
lowlevel.spectral_rolloff.stdev,1618.27966309,（低层·频谱·滚降点·标准差）
lowlevel.spectral_rolloff.var,2618829.00000000,（低层·频谱·滚降点·方差）
lowlevel.spectral_skewness.dmean,0.95430487,（低层·频谱·偏度·dmean）
lowlevel.spectral_skewness.dmean2,1.05816531,（低层·频谱·偏度·dmean2）
lowlevel.spectral_skewness.dvar,1.77997530,（低层·频谱·偏度·dvar）
lowlevel.spectral_skewness.dvar2,3.29431152,（低层·频谱·偏度·dvar2）
lowlevel.spectral_skewness.max,25.42250443,（低层·频谱·偏度·最大值）
lowlevel.spectral_skewness.mean,12.84257126,（低层·频谱·偏度·均值）
lowlevel.spectral_skewness.median,13.90520954,（低层·频谱·偏度·median）
lowlevel.spectral_skewness.min,-0.02223786,（低层·频谱·偏度·最小值）
lowlevel.spectral_skewness.stdev,6.03998423,（低层·频谱·偏度·标准差）
lowlevel.spectral_skewness.var,36.48140717,（低层·频谱·偏度·方差）
lowlevel.spectral_spread.dmean,272244.09375000,（低层·频谱·扩散度·dmean）
lowlevel.spectral_spread.dmean2,277145.50000000,（低层·频谱·扩散度·dmean2）
lowlevel.spectral_spread.dvar,2936481775616.00000000,（低层·频谱·扩散度·dvar）
lowlevel.spectral_spread.dvar2,4065486962688.00000000,（低层·频谱·扩散度·dvar2）
lowlevel.spectral_spread.max,40321056.00000000,（低层·频谱·扩散度·最大值）
lowlevel.spectral_spread.mean,1815210.62500000,（低层·频谱·扩散度·均值）
lowlevel.spectral_spread.median,872644.25000000,（低层·频谱·扩散度·median）
lowlevel.spectral_spread.min,112638.89062500,（低层·频谱·扩散度·最小值）
lowlevel.spectral_spread.stdev,3554333.25000000,（低层·频谱·扩散度·标准差）
lowlevel.spectral_spread.var,12633284542464.00000000,（低层·频谱·扩散度·方差）
lowlevel.spectral_strongpeak.dmean,0.02268923,（低层·频谱·strongpeak·dmean）
lowlevel.spectral_strongpeak.dmean2,0.00822236,（低层·频谱·strongpeak·dmean2）
lowlevel.spectral_strongpeak.dvar,0.01452658,（低层·频谱·strongpeak·dvar）
lowlevel.spectral_strongpeak.dvar2,0.01040069,（低层·频谱·strongpeak·dvar2）
lowlevel.spectral_strongpeak.max,3.17594266,（低层·频谱·strongpeak·最大值）
lowlevel.spectral_strongpeak.mean,0.42271152,（低层·频谱·strongpeak·均值）
lowlevel.spectral_strongpeak.median,0.13673258,（低层·频谱·strongpeak·median）
lowlevel.spectral_strongpeak.min,0.00000000,（低层·频谱·strongpeak·最小值）
lowlevel.spectral_strongpeak.stdev,0.64616871,（低层·频谱·strongpeak·标准差）
lowlevel.spectral_strongpeak.var,0.41753402,（低层·频谱·strongpeak·方差）
lowlevel.zerocrossingrate.dmean,0.00210018,（低层·zerocrossingrate·dmean）
lowlevel.zerocrossingrate.dmean2,0.00348232,（低层·zerocrossingrate·dmean2）
lowlevel.zerocrossingrate.dvar,0.00071627,（低层·zerocrossingrate·dvar）
lowlevel.zerocrossingrate.dvar2,0.00130773,（低层·zerocrossingrate·dvar2）
lowlevel.zerocrossingrate.max,0.49462891,（低层·zerocrossingrate·最大值）
lowlevel.zerocrossingrate.mean,0.01737530,（低层·zerocrossingrate·均值）
lowlevel.zerocrossingrate.median,0.01171875,（低层·zerocrossingrate·median）
lowlevel.zerocrossingrate.min,0.00585938,（低层·zerocrossingrate·最小值）
lowlevel.zerocrossingrate.stdev,0.04880306,（低层·zerocrossingrate·标准差）
lowlevel.zerocrossingrate.var,0.00238174,（低层·zerocrossingrate·方差）
metadata.audio_properties.analysis.downmix,mix,（元数据·audio·properties·分析·downmix）
metadata.audio_properties.analysis.equal_loudness,0.00000000,（元数据·audio·properties·分析·equal·响度）
metadata.audio_properties.analysis.length,3.00000000,（元数据·audio·properties·分析·length）
metadata.audio_properties.analysis.sample_rate,44100.00000000,（元数据·audio·properties·分析·sample·比率）
metadata.audio_properties.analysis.start_time,0.00000000,（元数据·audio·properties·分析·start·time）
metadata.audio_properties.bit_rate,705600.00000000,（元数据·audio·properties·bit·比率）
metadata.audio_properties.codec,pcm_s16le,（元数据·audio·properties·codec）
metadata.audio_properties.length,3.00000000,（元数据·audio·properties·length）
metadata.audio_properties.lossless,1.00000000,（元数据·audio·properties·lossless）
metadata.audio_properties.md5_encoded,750ad53c1711de38cf7b63db13ac233b,（元数据·audio·properties·md5·encoded）
metadata.audio_properties.number_channels,1.00000000,（元数据·audio·properties·number·channels）
metadata.audio_properties.replay_gain,-8.23889351,（元数据·audio·properties·replay·gain）
metadata.audio_properties.sample_rate,44100.00000000,（元数据·audio·properties·sample·比率）
metadata.tags.file_name,piano_soft_C4.wav,（元数据·tags·file·name）
metadata.version.essentia,2.1-beta6-dev,（元数据·version·essentia）
metadata.version.essentia_git_sha,v2.1_beta5-1417-gf0f6c358-dirty,（元数据·version·essentia·git·sha）
metadata.version.extractor,music 2.0,（元数据·version·extractor）
rhythm.beats_count,9.00000000,（节奏·节拍·count）
rhythm.beats_loudness.dmean,0.00235944,（节奏·节拍·响度·dmean）
rhythm.beats_loudness.dmean2,0.00203883,（节奏·节拍·响度·dmean2）
rhythm.beats_loudness.dvar,0.00002123,（节奏·节拍·响度·dvar）
rhythm.beats_loudness.dvar2,0.00001449,（节奏·节拍·响度·dvar2）
rhythm.beats_loudness.max,0.01887611,（节奏·节拍·响度·最大值）
rhythm.beats_loudness.mean,0.00286800,（节奏·节拍·响度·均值）
rhythm.beats_loudness.median,0.00017953,（节奏·节拍·响度·median）
rhythm.beats_loudness.min,0.00000060,（节奏·节拍·响度·最小值）
rhythm.beats_loudness.stdev,0.00583212,（节奏·节拍·响度·标准差）
rhythm.beats_loudness.var,0.00003401,（节奏·节拍·响度·方差）
rhythm.beats_loudness_band_ratio.dmean,0.00000897;0.02805521;0.02625913;0.00183950;0.00000589;0.00002320,（节奏·节拍·响度·band·ratio·dmean）
rhythm.beats_loudness_band_ratio.dmean2,0.00001160;0.01451939;0.01274229;0.00175004;0.00000614;0.00002332,（节奏·节拍·响度·band·ratio·dmean2）
rhythm.beats_loudness_band_ratio.dvar,0.00000000;0.00108398;0.00085599;0.00001576;0.00000000;0.00000000,（节奏·节拍·响度·band·ratio·dvar）
rhythm.beats_loudness_band_ratio.dvar2,0.00000000;0.00024377;0.00015433;0.00001213;0.00000000;0.00000000,（节奏·节拍·响度·band·ratio·dvar2）
rhythm.beats_loudness_band_ratio.max,0.00018051;0.99764025;0.21212882;0.01466678;0.00004711;0.00018566,（节奏·节拍·响度·band·ratio·最大值）
rhythm.beats_loudness_band_ratio.mean,0.00015961;0.94399178;0.05399196;0.00196824;0.00000595;0.00002425,（节奏·节拍·响度·band·ratio·均值）
rhythm.beats_loudness_band_ratio.median,0.00016546;0.97867489;0.02128428;0.00005275;0.00000025;0.00000085,（节奏·节拍·响度·band·ratio·median）
rhythm.beats_loudness_band_ratio.min,0.00012118;0.77319860;0.00205579;0.00000178;0.00000005;0.00000004,（节奏·节拍·响度·band·ratio·最小值）
rhythm.beats_loudness_band_ratio.stdev,0.00001609;0.07104392;0.06691448;0.00455246;0.00001461;0.00005747,（节奏·节拍·响度·band·ratio·标准差）
rhythm.beats_loudness_band_ratio.var,0.00000000;0.00504724;0.00447755;0.00002072;0.00000000;0.00000000,（节奏·节拍·响度·band·ratio·方差）
rhythm.beats_position,0.27863944;0.56888890;0.85913831;1.14938772;1.43963718;1.72988653;2.02013612;2.32199550;2.62385488,（节奏·节拍·位置）
rhythm.bpm,206.71873474,（节奏·BPM）
